"title","icon","rating","tagline","titles"
"Country Geo Redirects Lite","https://apps.shopifycdn.com/listing_images/4aef998d577172aefc646c5c2fb0e3b5/icon/10a7cba979a6861ac3629eb54e4bab37.png?height=84&width=84",0,"Geo redirect country popups for your store","Country Geo Redirects Lite	(0)"
"ターゲットメールアプリ","https://apps.shopifycdn.com/listing_images/7c9d1fbc331052b099b7c5624869e53a/icon/682896a99a4367e8bbdc87db85515bcc.png?height=84&width=84",0,"指定した商品を購入してくれた顧客に向けて一括でメールを送信できるアプリです。","ターゲットメールアプリ	(0)"
"INSTANT SEARCH & AUTOCOMPLETE","https://apps.shopifycdn.com/listing_images/4bd2ff62bd25c82e2138b6ef6fc1b59c/icon/0593c31632819c7ebacb08a7d1dec5ab.jpg?height=84&quality=90&width=84",5,"Instant & Advanced Search. Collection Filters, Visual Search","INSTANT SEARCH & AUTOCOMPLETE	(5)"
"Store Shutter","https://apps.shopifycdn.com/listing_images/a3291b44b9ad3597b6a96d8569afb278/icon/aaa77989fdef9aaa0a3ee3c101e33101.png?height=84&width=84",0,"Close your stores checkout on demand","Store Shutter	(0)"
"Quickfire Cart Form","https://apps.shopifycdn.com/listing_images/dae335feb8639023de5dbefdc5b057e3/icon/974039a396636416805202a411e7f16f.png?height=84&width=84",0,"Allow your customers to easily add products to cart in bulk","Quickfire Cart Form	(0)"
"iGoal ‑ All Systems in One","https://apps.shopifycdn.com/listing_images/676d359ec65cdfdbcc2a876e0820e8e1/icon/b024a6e6dcaef8e61fee5fd71a1285e8.jpeg?height=84&quality=90&width=84",0,"Exit Pop-ups, Email Retargeting, Recommendation system & more!","iGoal ‑ All Systems in One	(0)"
"Fraud Crusher Fraud Prevention","https://apps.shopifycdn.com/listing_images/d26c1059d9727e0f68a840b82292621e/icon/eb46d95ef886d909ba8487d88adf80a2.jpg?height=84&quality=90&width=84",5,"Automatically cancel, refund and restock fraudulent orders.","Fraud Crusher Fraud Prevention	(5)"
"Magic Table","https://apps.shopifycdn.com/listing_images/e5260fae53436efa064aca863c90c76a/icon/a9b2ce915d4b8e0a18ac8005cdad1fbe.png?height=84&width=84",0,"Table for simple explanation of the product to your customers","Magic Table	(0)"
"HUBBED Click & Collect","https://apps.shopifycdn.com/listing_images/3283f6f3ea092e46ff354884100c62cd/icon/c77ab9227d4f9aa985b5a2639b466104.jpg?height=84&quality=90&width=84",0,"Click & Collect made easy","HUBBED Click & Collect	(0)"
"NoteDesk ‑ To Do list & tasks","https://apps.shopifycdn.com/listing_images/7f6bafad23ff010b772cf7b121abd610/icon/4cf80e53fa488a3de81d93177a544c0b.png?height=84&width=84",5,"To-Do List and Project Management for your Shop","NoteDesk ‑ To Do list & tasks	(5)"
"Unique ‑ Anti Theft A.I","https://apps.shopifycdn.com/listing_images/77461b9908e5198c52aee8e82ce0c7ac/icon/decdc8d72db779057fdbdafaa9c21fa6.png?height=84&width=84",5,"Powerful AI Detects & Removes Stolen Content By DMCA or Email.","Unique ‑ Anti Theft A.I	(5)"
"Word Clouds SEO","https://apps.shopifycdn.com/listing_images/4fa3e898f1831ba056609989466cd93b/icon/72be47890305dcc4dd19c1efd86ff5e3.png?height=84&width=84",0,"Keyword Density Checker, Compare Competitor Keywords, SEO Tool","Word Clouds SEO	(0)"
"Order Fulfillment Guru","https://apps.shopifycdn.com/listing_images/aa717e2e87dd013887f00d033ca05fb8/icon/0f7df242ea974ee9b69a7ed60e748377.png?height=84&width=84",5,"Order Fulfillment With Multiple Vendors & Warehouses Made Easy","Order Fulfillment Guru	(5)"
"Routific : Route Planning","https://apps.shopifycdn.com/listing_images/69fc949d75060387aa5f5465ea193356/icon/6da3620c06bbc574b85ef996e5eee560.jpg?height=84&quality=90&width=84",5,"Plan routes in minutes, track deliveries, delight customers!","Routific : Route Planning	(5)"
"Vostari","https://apps.shopifycdn.com/listing_images/1760863416773369b0b84c6410929755/icon/9a270631a24df8c992b3bcef51ceb1d6.png?height=84&width=84",0,"Easy Listing Builder - easily add products to your store","Vostari	(0)"
"Veeqo Inventory & Shipping","https://apps.shopifycdn.com/listing_images/d1483607aeffdd7ba42995fc9b013245/icon/df3df000bfae62eaf623489afeb469fd.jpg?height=84&quality=90&width=84",4.9,"Inventory Management & Shipping Software for Ecommerce","Veeqo Inventory & Shipping	(4.9)"
"GemFind Jewelry Product API","https://apps.shopifycdn.com/listing_images/4abfffe9aef6c286bc8217718f7f6ca0/icon/a903a27ad8d50f9f4f0c518fa1d05ce6.png?height=84&width=84",0,"Standardize Jewelry Data across multiple vendors with this App","GemFind Jewelry Product API	(0)"
"Emadri","https://apps.shopifycdn.com/listing_images/f4287f80bdeb2719abf42d283c320769/icon/f507fe6d7864a3480fd7431928622a7f.png?height=84&width=84",5,"Sell products to millions of travelers in travel shop mode","Emadri	(5)"
"Discount and you","https://apps.shopifycdn.com/listing_images/87c668bf77db444882e36505ecfa3635/icon/b7eb257041cd872c16994c870f29e175.png?height=84&width=84",0,"Quick and easy management of your shop's promotions","Discount and you	(0)"
"ParcelPath","https://apps.shopifycdn.com/listing_images/205bd88a7f605d9bf085cd93476179c5/icon/dc69d7acaf312cdcd05bb819b51fcbac.png?height=84&width=84",0,"Discounted Shipping for small businesses on any platform","ParcelPath	(0)"
"Cartmade Handpick Related","https://apps.shopifycdn.com/listing_images/a827b2e02e9fafc5b9ed322496a1863f/icon/3d495f5326b74f69578a344c55e3e81f.png?height=84&width=84",0,"Choose related and bought together products as you want to.","Cartmade Handpick Related	(0)"
"Smart Product Descriptions","https://apps.shopifycdn.com/listing_images/b7178c37fba48e7fbbcbb0f4511e1376/icon/49e57ec3187119e69716a0d920e9fc53.png?height=84&width=84",5,"Show icon callouts to highlight selling points & key features.","Smart Product Descriptions	(5)"
"Sticky Recently Viewed","https://apps.shopifycdn.com/listing_images/8573c7b2f6c05f21c265e764a6c42b6c/icon/095164088c392d43211186ea43fcc9c3.png?height=84&width=84",0,"Easy Access to Recently Viewed Products  & Personalized UX","Sticky Recently Viewed	(0)"
"Super Effects","https://apps.shopifycdn.com/listing_images/d235fac43fe72adf1c71b2ceea320f4b/icon/7d86c671edde4d63d391b626ce58880b.png?height=84&width=84",5,"The next level of decorating store with interactive effects","Super Effects	(5)"
"Inventoro","https://apps.shopifycdn.com/listing_images/879e3f16e0e83cef81a8f9e1c9d80600/icon/dfc8466c66ef34b26fafb29bc9cf6d17.png?height=84&width=84",0,"Sales forecasting with AI, smart orders, product segmentation.","Inventoro	(0)"
"Sift ‑ Digital Trust & Safety","https://apps.shopifycdn.com/listing_images/e5c98214ff3b48b5c49733a376699095/icon/526e0030c345153f3afc32bc7903a549.png?height=84&width=84",0,"Drive revenue by stopping fraud and maximizing conversion","Sift ‑ Digital Trust & Safety	(0)"
"AppJetty Auspost Shipping","https://apps.shopifycdn.com/listing_images/23a562c8aa2b16105c66624a70c56b69/icon/c15cce251ed67fe8606f754b57bbb431.jpg?height=84&quality=90&width=84",0,"Manage shipping rates smoothly with Australia Post","AppJetty Auspost Shipping	(0)"
"AspireIQ Elevate","https://apps.shopifycdn.com/listing_images/b26a1a2bc0869da6fcf49d741058de8e/icon/b8c39a9d8f780ffe0e7e5c566fed6ab4.png?height=84&width=84",0,"Make community core to your business","AspireIQ Elevate	(0)"
"1account Age Verification","https://apps.shopifycdn.com/listing_images/58f9ca8455f585952d829ad872648607/icon/e06ca7e87803dc09b03720826da26c8c.png?height=84&width=84",0,"Verify customer data better, faster, cheaper","1account Age Verification	(0)"
"Social Media Share Image","https://apps.shopifycdn.com/listing_images/0e18af19ac1729f31baa555f5c17e3c6/icon/76dc1fc9f961e3d8ac4a0a8ff3d90ecb.png?height=84&width=84",0,"Great social share images Facebook WhatsApp Twitter Pinterest","Social Media Share Image	(0)"
"Super Gift Options","https://apps.shopifycdn.com/listing_images/938ace04ce3c1c3c3e822875add43a0c/icon/9882ffe5d457ed450eafc9b2f0853366.png?height=84&width=84",5,"Quickly add gift wrap, receipt & message options to your store","Super Gift Options	(5)"
"Mulberry ‑ Extended Warranty","https://apps.shopifycdn.com/listing_images/36fde8eb67974b8dde0ee9ee36de06c1/icon/dee891f238b200b3f639ee8e9860a86f.png?height=84&width=84",0,"Offer product protection plans. No SKU tagging required.","Mulberry ‑ Extended Warranty	(0)"
"CartHero SMS Cart Recovery","https://apps.shopifycdn.com/listing_images/bdc58689c4a9309e97f42d1c90bc9153/icon/c8553ca87905192ff05e9b044d804231.png?height=84&width=84",5,"Abandoned Cart and Abandoned Checkout Recovery by SMS!","CartHero SMS Cart Recovery	(5)"
"Outfy ‑ Go Social, Grow more","https://apps.shopifycdn.com/listing_images/60eb9adf26f700d6d431490dca61758e/icon/1f8cde91fd2a749bc66971785d275032.png?height=84&width=84",4.8,"Generate Traffic, Sell more, Grow faster!","Outfy ‑ Go Social, Grow more	(4.8)"
"Discount Announcement Bar","https://apps.shopifycdn.com/listing_images/359516dc0a3a9b2a1dee06cc9bf4619f/icon/3afed1c64d0e0dbc20582d8d303e4a3b.png?height=84&width=84",0,"Stunning Announcement Bar to promote store discounts.","Discount Announcement Bar	(0)"
"Quick Stock Notifier","https://apps.shopifycdn.com/listing_images/ac41e564df0b6a062c3892ea217f2376/icon/4d0903e847a9acb56e893a35208d564b.jpg?height=84&quality=90&width=84",0,"Notify Your Customer When Product Is Back in Stock","Quick Stock Notifier	(0)"
"InstaConnect Live Video","https://apps.shopifycdn.com/listing_images/5a5b81cb2513030451de0d1a29846643/icon/6d83f7099b423fd191d9a01af794e0d6.png?height=84&width=84",0,"Instant live video sales chat and interactive webinars","InstaConnect Live Video	(0)"
"PromoPrep Marketing Calendar","https://apps.shopifycdn.com/listing_images/a236d11a49d8425b985a3b6f6321db30/icon/b2acdb87a4df5ba03a61d11927bc109b.png?height=84&width=84",0,"An intuitive calendar to plan & track marketing activities.","PromoPrep Marketing Calendar	(0)"
"Customer Empowerment Exchange","https://apps.shopifycdn.com/listing_images/d753d9532caa73060cb53047e8bb4c3f/icon/628b760e48760bd9f064116e24eb4693.png?height=84&width=84",0,"An Enhanced Customer Service Platform Made to Build Trust","Customer Empowerment Exchange	(0)"
"CROV: US Dropshipping","https://apps.shopifycdn.com/listing_images/069b83e55934d4b6386c86098dbb3ad3/icon/9591658fbf50684ef60d841df316eaec.png?height=84&width=84",5,"Finding and adding quality products from vetted suppliers","CROV: US Dropshipping	(5)"
"Sizolution","https://apps.shopifycdn.com/listing_images/3a1f9f7cdec5d070ba8a1563855f6bac/icon/21dc7e36b3b0d4588ff42d57aa7b3f28.png?height=84&width=84",0,"Deliver the perfect size & fit","Sizolution	(0)"
"Sellable Instagram","https://apps.shopifycdn.com/listing_images/4cab20a7ea4d41c434ed6d6ea267b20e/icon/84889c53b909706c89baf7aade0adeaa.jpg?height=84&quality=90&width=84",1,"Outgrow your sales by making your Instagram feed Shoppable","Sellable Instagram	(1)"
"Fulfillment Bridge","https://apps.shopifycdn.com/listing_images/3c353d0a4c1030c3bc733c64fb7e053c/icon/a6833975e30c24184248970de19f8533.png?height=84&width=84",5,"Order fulfillment, Order Shipping, Multi warehousing","Fulfillment Bridge	(5)"
"Product recommendations local","https://apps.shopifycdn.com/listing_images/d4806db452d56e5feb04d2dbec72dc29/icon/5418d0fe1be0cc2cbb48ad67b9a487c9.png?height=84&width=84",0,"Personalized recommendations by location, time & date, weather","Product recommendations local	(0)"
"Delivery Slot Management","https://apps.shopifycdn.com/listing_images/eacdc380eef001b32a3252cd1dadc99f/icon/a8385631cb9c6752712e405f8aa67b1a.png?height=84&width=84",0,"Best for adding Delivery date & time for customer to select","Delivery Slot Management	(0)"
"XZ Image Optimizer","https://apps.shopifycdn.com/listing_images/56427e0d1a1f902f6291002e328b9713/icon/f0452ccbc93c382c9b3a04d54e2592f2.png?height=84&width=84",0,"Advanced compression technology","XZ Image Optimizer	(0)"
"Carti Abandoned Cart Recovery","https://apps.shopifycdn.com/listing_images/ffcdc1c11e550c252f3d747ee2e30c39/icon/3ed3bc15ea30500b8f1af3f0aba99af6.png?height=84&width=84",5,"Abandoned Cart Recovery + Abandoned Checkout Recovery","Carti Abandoned Cart Recovery	(5)"
"Cart Booster","https://apps.shopifycdn.com/listing_images/21596e870645bd356cee8f860450cc2c/icon/9a62d61ebe976dfd30bd9a22184edf63.png?height=84&width=84",5,"Animate To Dominate - Increase Your Conversions","Cart Booster	(5)"
"Enkomion Hotjar Install","https://apps.shopifycdn.com/listing_images/b3bac957670d0d1752edc18314d81b9e/icon/d644481e1209261643f2cc5fc092465d.png?height=84&width=84",0,"Install Hotjar without changing your code","Enkomion Hotjar Install	(0)"
"Multi User Customer Account","https://apps.shopifycdn.com/listing_images/60a10d3c47a916898407744cae4173e6/icon/f9d18c6e8a417641426e4d9baaee3860.png?height=84&width=84",0,"Turn a standard Customer Account into one with Multiple users","Multi User Customer Account	(0)"
"TomBot","https://apps.shopifycdn.com/listing_images/d57f0f176fc03338b121802eb9d3b823/icon/434ac42266bc5955d876128b806d6f68.png?height=84&width=84",0,"Meet TomBot, Your New Best Bud","TomBot	(0)"
"SDS AliExpress Winning Product","https://apps.shopifycdn.com/listing_images/d147d13c5b2215afee30d5bd4494149f/icon/4cba04db132bc08626393299f6f8ed1c.png?height=84&width=84",0,"AliExpress / Amazon Winning Product Research & Dropshipping","SDS AliExpress Winning Product	(0)"
"DigThisData","https://apps.shopifycdn.com/listing_images/ce4b2c751e96ec08702ae06ea8e2341e/icon/486a3688efe19f9d30ce2340531d3178.png?height=84&width=84",0,"Reporting and Management for Alcohol Vendors","DigThisData	(0)"
"Link Whisper","https://apps.shopifycdn.com/listing_images/926c84646f96b8f29f8811d76cd62138/icon/baadf98df6d3b452827c2177ab1c2058.png?height=84&width=84",0,"Building Smart Internal Links Just Got Easier","Link Whisper	(0)"
"Influencer Marketing Hub","https://apps.shopifycdn.com/listing_images/5036b730e8a9297f0f0e8e312ac5da66/icon/4fa6a1e5054bb2d83615c2c74fec90ed.png?height=84&width=84",0,"All your brand needs to run influencer marketing campaigns","Influencer Marketing Hub	(0)"
"Mirsal ‑ delivery app","https://apps.shopifycdn.com/listing_images/1187063704390b789ac8074912168a75/icon/2e741a4694fc904627fe95c3a0f52e77.png?height=84&width=84",0,"Shipping Made Easy","Mirsal ‑ delivery app	(0)"
"SyncTap","https://apps.shopifycdn.com/listing_images/1c7bd27ce912426ff88cd9ee6dc9c362/icon/76eaffb65e21b77e2e9c4b4a27a40929.png?height=84&width=84",5,"Target highly profitable audiences with your ads in seconds!","SyncTap	(5)"
"Tweeker","https://apps.shopifycdn.com/listing_images/f001b6a8d22a57d24a2e95be77ea5f1e/icon/8a4c2cbebcdce22bf63caa382b21e3bc.png?height=84&width=84",0,"Simple ab and multivariate testing","Tweeker	(0)"
"Socially Elevated Checkout App","https://apps.shopifycdn.com/listing_images/6d3198b903298360571498ff9c44f901/icon/0c90118695a5fff8591d9848a4103ea7.png?height=84&width=84",0,"Only Three Step To Boost Your Social Media Platform","Socially Elevated Checkout App	(0)"
"Personalized Banner Bar $5/mo","https://apps.shopifycdn.com/listing_images/5864d71c6d117a1bfc42e1b391d852fb/icon/7e49af4192ea896b5126cbfd7fd23a7a.png?height=84&width=84",5,"Personalize Your Store for Each Visitor","Personalized Banner Bar $5/mo	(5)"
"Magic Order Lookup","https://apps.shopifycdn.com/listing_images/9ce94f4ba0a2fb5261307a5ccc2046f2/icon/6d841b655268ad8c0cca6ea9d07dd71c.png?height=84&width=84",5,"Look Up Orders Across All Your Websites & Stores","Magic Order Lookup	(5)"
"QuickHunt‑Social Proofing","https://apps.shopifycdn.com/listing_images/97cabd8433ee4d865d56487df3162e18/icon/dc472f20fef8b26785a8710eb7070102.jpg?height=84&quality=90&width=84",4.8,"Smart Bar+Sales Pop up+QuickView+Social Sharing+Trust Badges","QuickHunt‑Social Proofing	(4.8)"
"retraced","https://apps.shopifycdn.com/listing_images/48d36c6b524838b32d7d428cfd167fde/icon/80939c7062f38431e26f32ea4a45e74c.png?height=84&width=84",0,"Let your products tell their story","retraced	(0)"
"Mint PIM","https://apps.shopifycdn.com/listing_images/537aced510635c2d939d573a134d26df/icon/34b4057d1e6bf7f6658ddc1cb89336bd.jpg?height=84&quality=90&width=84",5,"Product Management & Translation for Fashion and Beauty Brands","Mint PIM	(5)"
"Octaplus Affiliate","https://apps.shopifycdn.com/listing_images/a8c5b9458ffc2a86fa364a6d489a3878/icon/8419719f3b7cb8ae4ac2004487368014.png?height=84&width=84",0,"Increase sales&web exposure by becoming an Octaplus affiliate","Octaplus Affiliate	(0)"
"予約販売アプリ","https://apps.shopifycdn.com/listing_images/fa2af7bf0e9bf4f235c608008382f1e6/icon/7aed208e0e4f5ae1c351177e40c13da5.png?height=84&width=84",0,"入荷前の商品を先行販売し、予約注文を受ける事ができるアプリです。","予約販売アプリ	(0)"
"DropshipBob","https://apps.shopifycdn.com/listing_images/332f5e909786998ccb24840ffe74b765/icon/0542eab4b4d56f6657c68aeefd9c1448.png?height=84&width=84",0,"We offer full drop shipping services","DropshipBob	(0)"
"Easyboost ‑ Dropshipping","https://apps.shopifycdn.com/listing_images/a76688a2f868df070689744eb7475003/icon/1c25e6255e66648f6427153e557d5a94.png?height=84&width=84",5,"Boost your dropshipping business at lower cost","Easyboost ‑ Dropshipping	(5)"
"AVADA Email Marketing","https://apps.shopifycdn.com/listing_images/e9bff8786f23649f93049ba30a9d637e/icon/0647575f902f3f3e2f0427971f7a9ce8.png?height=84&width=84",5,"Email Marketing, abandoned cart recovery, pre-made templates.","AVADA Email Marketing	(5)"
"We are Coming Soon","https://apps.shopifycdn.com/listing_images/06e9ba19f1e3ad680f911eafb3e75b8b/icon/1a2583025a5947f2f0371d0bc9a964b1.jpg?height=84&quality=90&width=84",0,"Coming Soon app keeps customers excited about store launch","We are Coming Soon	(0)"
"Honest Fulphilment","https://apps.shopifycdn.com/listing_images/c02b3ef9b916f8aa2eca7c468ad9ea25/icon/66dd5826480edd48587bfc6b2ebd9183.png?height=84&width=84",0,"Honest fulfillment service from China.","Honest Fulphilment	(0)"
"LA Sublimation ‑ Custom Masks","https://apps.shopifycdn.com/listing_images/c3b993d5ff7629f7c6ce7443c25d3e64/icon/9d1079dcaaefe46d8cae470437acda96.png?height=84&width=84",1,"Design and sell cut & sew on-demand products. Made in USA!","LA Sublimation ‑ Custom Masks	(1)"
"Social King","https://apps.shopifycdn.com/listing_images/fcbd886dee04357b5c5737f942cd1ecc/icon/74922a65e084a2ec054486c3a18032db.png?height=84&width=84",5,"Build a Shopper Community for *SEO*, Social Proof, and *Sales*","Social King	(5)"
"SwagUp","https://apps.shopifycdn.com/listing_images/50dc90ddc6d16ae1466237f03a579824/icon/dd2478102714e093054ed31e353587a7.png?height=84&width=84",0,"Integrate SwagUp with you Store. We design, pack, store, ship!","SwagUp	(0)"
